order_id,created_at,discount,product_id,quantity,subtotal,tax,total,customer_id
18341,2022-06-29 22:29:24,0,311,22,3828,421.08,4249.08,866
3852,2022-06-07 13:40:52,10,296,27,5373,913.41,5657.77,302
9898,2022-06-21 03:32:51,0,478,19,13338,2134.08,15472.08,491
3469,2022-06-24 16:59:22,0,118,1,897,80.73,977.73,166
11056,2022-06-27 18:33:07,15,354,41,29397,4115.58,28485.69,459
9930,2022-06-18 10:45:54,15,430,17,10608,530.4,9467.64,972
4747,2022-06-19 07:28:43,15,28,19,11267,676.02,10151.57,699
5695,2022-06-27 21:23:51,15,148,36,18756,3563.64,18971.69,453
8137,2022-06-19 00:19:32,10,282,40,36000,1800.0,34020.0,913
26590,2022-06-19 03:11:00,10,227,12,8724,261.72,8087.15,839
11704,2022-06-17 09:34:17,10,60,50,11500,1380.0,11592.0,446
9538,2022-06-20 11:42:48,0,256,38,6156,430.92,6586.92,10
29109,2022-06-30 04:58:53,10,153,41,22796,2279.6,22568.04,151
16948,2022-06-23 11:20:16,15,379,24,2232,22.32,1916.17,894
24726,2022-06-18 17:42:11,15,103,21,3276,655.2,3341.52,62
27895,2022-06-17 01:52:22,0,2,1,22,3.74,25.74,214
27927,2022-06-22 09:49:30,0,352,27,25002,0.0,25002.0,661
24117,2022-06-25 19:47:01,0,91,10,4950,940.5,5890.5,676
17874,2022-06-28 11:36:08,10,315,30,24450,1956.0,23765.4,184
1839,2022-06-25 05:50:10,10,462,8,7992,1358.64,8415.58,522
27607,2022-06-11 02:18:40,15,266,8,3016,150.8,2691.78,814
5403,2022-06-21 16:34:16,10,318,10,3140,533.8,3306.42,656
74,2022-06-23 00:44:06,10,247,9,7065,1271.7,7503.03,395
20021,2022-06-20 09:08:33,0,415,37,9065,0.0,9065.0,988
18670,2022-06-14 07:01:10,15,327,38,26752,4815.36,26832.26,733
3082,2022-06-15 17:21:40,0,75,30,2100,126.0,2226.0,401
1895,2022-06-14 07:54:38,0,460,41,18942,378.84,19320.84,196
12008,2022-06-08 22:12:49,0,86,8,4824,675.36,5499.36,808
19247,2022-06-24 16:06:02,0,209,1,953,38.12,991.12,673
8593,2022-06-25 01:25:47,0,141,7,6398,127.96,6525.96,87
22751,2022-06-22 21:45:31,0,101,14,6006,480.48,6486.48,645
12464,2022-06-18 23:43:13,0,191,4,3228,161.4,3389.4,815
4057,2022-06-07 09:24:32,10,147,6,5958,178.74,5523.07,330
24623,2022-06-30 17:11:37,15,279,17,9401,188.02,8150.67,718
11063,2022-06-25 12:09:51,10,432,25,8250,0.0,7425.0,765
15234,2022-06-09 11:19:20,0,47,10,3440,584.8,4024.8,701
15379,2022-06-13 19:01:06,15,83,2,1608,32.16,1394.14,442
16839,2022-06-07 22:29:06,10,214,5,4370,830.3,4680.27,207
2402,2022-06-21 19:33:20,10,232,17,9486,1707.48,10074.13,690
6297,2022-06-11 20:40:49,15,115,36,2124,42.48,1841.51,363
2653,2022-06-07 02:21:30,15,83,7,5628,562.8,5262.18,927
22159,2022-06-27 20:13:35,0,235,43,6837,136.74,6973.74,399
12892,2022-06-30 09:04:41,15,180,13,10751,752.57,9778.03,896
1821,2022-06-08 07:26:33,0,357,22,19360,3678.4,23038.4,887
1430,2022-06-12 19:15:38,0,288,7,6839,889.07,7728.07,700
12888,2022-06-24 00:26:13,0,341,31,25389,3046.68,28435.68,716
16319,2022-06-11 15:57:10,0,255,17,10319,1960.61,12279.61,187
22775,2022-06-18 05:48:29,0,394,5,3455,414.6,3869.6,237
6169,2022-06-13 06:55:08,15,142,26,4992,998.4,5091.84,758
14445,2022-06-10 05:15:29,0,344,39,1716,274.56,1990.56,973
28864,2022-06-21 21:41:19,15,164,31,2852,199.64,2593.89,843
332,2022-06-27 22:39:15,15,102,11,1518,151.8,1419.33,486
13010,2022-06-26 22:07:55,15,196,2,1644,246.6,1607.01,834
23790,2022-06-14 18:00:38,0,360,45,25920,4147.2,30067.2,348
29100,2022-06-08 11:21:59,15,290,12,10116,1315.08,9716.42,991
24056,2022-06-09 05:06:23,15,145,40,19760,790.4,17467.84,232
10269,2022-06-16 10:48:44,15,90,46,29256,3803.28,28100.39,766
8349,2022-06-18 21:59:02,10,114,47,38728,1161.84,35900.86,63
6974,2022-06-30 15:37:42,15,264,5,4265,0.0,3625.25,943
8187,2022-06-21 15:31:37,10,211,40,22600,3164.0,23187.6,818
5396,2022-06-21 13:30:59,15,375,49,26460,1852.2,24065.37,936
1246,2022-06-15 11:22:28,15,390,24,8328,499.68,7503.53,473
3875,2022-06-17 16:01:59,15,57,12,8004,1440.72,8028.01,347
22243,2022-06-24 10:12:20,10,18,38,7448,74.48,6770.23,832
15779,2022-06-27 20:12:35,0,492,26,5980,418.6,6398.6,224
12436,2022-06-20 13:56:42,10,33,6,5160,928.8,5479.92,932
22383,2022-06-10 22:15:31,0,310,40,26480,0.0,26480.0,803
25198,2022-06-29 04:58:52,15,15,8,4200,462.0,3962.7,131
13300,2022-06-19 03:00:20,15,33,22,18920,378.4,16403.64,335
28149,2022-06-08 04:51:28,0,451,44,25872,3880.8,29752.8,534
9324,2022-06-26 23:27:28,10,191,21,16947,2372.58,17387.62,23
29469,2022-06-28 10:43:46,0,326,46,4186,251.16,4437.16,150
25362,2022-06-18 19:35:40,0,242,47,11985,1438.2,13423.2,821
13305,2022-06-09 11:34:25,15,490,12,120,14.4,114.24,534
28789,2022-06-29 10:39:59,15,158,25,1550,170.5,1462.42,872
9018,2022-06-13 02:07:48,15,292,49,21903,4380.6,22341.06,337
6457,2022-06-11 06:18:10,15,152,13,3159,189.54,2846.26,108
17157,2022-06-26 07:05:11,15,405,16,7616,1370.88,7638.85,920
8189,2022-06-30 07:47:41,0,98,37,36408,4368.96,40776.96,620
3506,2022-06-25 06:08:05,15,108,20,7360,588.8,6756.48,328
17755,2022-06-27 16:34:53,0,135,37,6216,62.16,6278.16,661
25463,2022-06-15 14:05:55,10,31,4,2468,74.04,2287.84,454
20485,2022-06-11 13:43:37,0,461,18,14994,449.82,15443.82,845
454,2022-06-18 12:05:12,15,82,35,9765,1660.05,9711.29,373
6168,2022-06-15 05:23:49,15,228,32,21184,2330.24,19987.1,791
8865,2022-06-29 13:18:09,0,387,12,11340,1814.4,13154.4,139
6129,2022-06-21 15:33:39,0,202,41,25297,2276.73,27573.73,504
17174,2022-06-12 15:30:09,10,375,47,25380,4568.4,26953.56,393
17405,2022-06-10 03:54:21,10,390,13,4511,586.43,4587.69,185
8181,2022-06-14 22:08:57,10,106,40,2440,390.4,2547.36,744
11555,2022-06-30 16:06:11,15,405,6,2856,399.84,2767.46,646
25211,2022-06-09 06:49:37,15,138,35,15470,2939.3,15647.9,48
18830,2022-06-08 18:18:23,10,234,39,7644,1375.92,8117.93,958
28839,2022-06-29 22:41:39,0,252,10,5220,887.4,6107.4,572
13617,2022-06-19 14:55:39,15,156,41,28249,5084.82,28333.75,989
2777,2022-06-13 09:04:45,0,402,2,1724,86.2,1810.2,865
24164,2022-06-26 04:14:06,10,433,12,5352,535.2,5298.48,726
11703,2022-06-23 01:40:14,10,253,6,4356,522.72,4390.85,327
27891,2022-06-23 11:34:36,15,47,29,9976,1296.88,9581.95,252
9092,2022-06-20 20:02:57,10,419,39,2496,174.72,2403.65,638
23640,2022-06-12 20:06:40,15,387,15,14175,567.0,12530.7,730
10940,2022-06-08 15:35:34,15,92,11,10890,1415.7,10459.85,377
18578,2022-06-23 11:38:31,10,420,48,1440,100.8,1386.72,452
28067,2022-06-27 15:07:10,10,287,14,6510,911.4,6679.26,296
6867,2022-06-28 06:26:11,10,480,23,5083,660.79,5169.41,815
17491,2022-06-26 08:12:30,10,53,31,18104,2715.6,18737.64,688
21166,2022-06-30 13:09:41,0,214,46,40204,2814.28,43018.28,294
2944,2022-06-23 16:38:41,10,78,36,10440,1357.2,10617.48,443
27613,2022-06-17 08:58:33,15,278,10,9140,1645.2,9167.42,535
17510,2022-06-21 02:54:01,10,471,37,8695,782.55,8529.8,944
8517,2022-06-26 00:04:13,10,349,28,6076,668.36,6069.92,655
18884,2022-06-18 04:52:47,0,53,43,25112,4520.16,29632.16,502
22173,2022-06-15 10:02:25,15,379,38,3534,424.08,3364.37,172
3548,2022-06-28 22:17:42,0,489,35,12250,1347.5,13597.5,475
22324,2022-06-14 01:22:57,0,289,7,1155,46.2,1201.2,681
3389,2022-06-06 20:50:09,15,122,7,6524,1043.84,6432.66,12
3957,2022-06-16 09:05:58,15,193,44,7524,75.24,6459.35,639
4148,2022-06-30 17:40:02,0,135,25,4200,210.0,4410.0,810
3141,2022-06-30 05:26:49,10,130,44,4664,93.28,4281.55,147
14154,2022-06-21 06:28:15,0,416,26,4966,446.94,5412.94,832
1576,2022-06-17 22:20:19,15,499,38,10146,101.46,8710.34,848
21017,2022-06-20 18:43:33,15,123,45,10440,2088.0,10648.8,834
18021,2022-06-06 04:06:53,10,184,25,23075,3461.25,23882.62,254
28124,2022-06-15 01:09:47,10,304,43,3741,112.23,3467.91,638
2979,2022-06-10 23:36:26,10,458,13,988,128.44,1004.8,982
10545,2022-06-12 13:32:23,10,305,32,15584,779.2,14726.88,739
23512,2022-06-14 00:53:17,0,48,36,9216,1105.92,10321.92,915
2107,2022-06-17 06:00:58,0,433,28,12488,874.16,13362.16,77
18989,2022-06-23 03:58:05,10,135,49,8232,411.6,7779.24,517
6774,2022-06-08 03:01:16,0,388,39,17004,2040.48,19044.48,453
21159,2022-06-25 13:42:13,15,98,31,30504,5490.72,30595.51,597
26442,2022-06-25 22:38:32,0,71,18,14148,848.88,14996.88,838
11070,2022-06-12 19:37:38,0,65,28,14224,853.44,15077.44,160
29574,2022-06-10 09:51:11,10,158,7,434,78.12,460.91,696
1003,2022-06-10 00:32:58,0,317,21,5460,382.2,5842.2,817
18911,2022-06-18 17:02:13,0,426,18,612,61.2,673.2,378
19105,2022-06-07 23:44:45,10,295,36,576,103.68,611.71,961
11585,2022-06-25 17:21:15,15,121,32,8416,1514.88,8441.25,55
7874,2022-06-24 14:47:02,10,495,9,7218,793.98,7210.78,882
23954,2022-06-29 14:53:33,10,200,15,8760,1489.2,9224.28,901
29000,2022-06-06 06:25:25,0,367,35,29225,584.5,29809.5,501
15886,2022-06-24 14:00:15,15,104,27,25110,2259.9,23264.42,257
9688,2022-06-05 23:32:00,10,260,27,18333,2566.62,18809.66,118
7738,2022-06-27 15:29:43,0,85,13,7943,714.87,8657.87,149
22654,2022-06-28 11:08:14,0,105,10,1030,0.0,1030.0,573
25786,2022-06-10 21:56:07,0,225,5,1600,144.0,1744.0,777
22034,2022-06-13 07:25:24,15,60,37,8510,1021.2,8101.52,928
23931,2022-06-16 22:05:17,0,22,23,7590,75.9,7665.9,248
13356,2022-06-28 09:27:13,15,338,33,19503,1365.21,17737.98,779
24974,2022-06-21 03:51:35,0,97,1,329,52.64,381.64,109
12149,2022-06-23 18:06:54,10,195,35,9695,1648.15,10208.83,57
28852,2022-06-14 06:38:32,10,364,36,16524,826.2,15615.18,599
18145,2022-06-25 15:37:08,15,25,47,22889,228.89,19650.21,647
27582,2022-06-06 00:51:03,0,263,19,969,9.69,978.69,827
16992,2022-06-27 19:31:55,10,233,2,906,45.3,856.17,15
4001,2022-06-17 12:44:16,0,102,23,3174,285.66,3459.66,929
22162,2022-06-21 21:18:13,0,21,43,9030,180.6,9210.6,61
29503,2022-06-27 04:50:29,0,50,21,20727,1243.62,21970.62,566
3879,2022-06-08 19:40:16,15,204,10,9360,1029.6,8831.16,516
29888,2022-06-22 03:36:13,15,411,38,17632,1234.24,16036.3,232
26305,2022-06-17 20:27:13,15,399,6,2622,131.1,2340.13,261
13651,2022-06-20 19:25:55,15,463,15,7275,1091.25,7111.31,392
7090,2022-06-06 14:56:03,15,343,18,9576,1436.4,9360.54,269
25792,2022-06-16 13:46:46,10,322,2,1122,201.96,1191.56,567
16163,2022-06-26 19:59:19,15,467,38,13148,394.44,11511.07,238
329,2022-06-23 04:50:01,15,16,40,33040,2643.2,30330.72,739
28578,2022-06-21 04:08:50,0,54,49,33026,6274.94,39300.94,463
4809,2022-06-10 18:19:29,0,303,19,8379,1256.85,9635.85,398
18626,2022-06-12 09:36:01,10,248,6,5874,528.66,5762.39,838
11072,2022-06-11 20:51:09,0,300,49,38367,6138.72,44505.72,568
17037,2022-06-10 05:22:31,0,293,35,21560,1078.0,22638.0,697
4368,2022-06-16 21:48:19,10,308,22,12364,1607.32,12574.19,283
24408,2022-06-19 04:24:54,15,233,8,3624,579.84,3573.26,9
9412,2022-06-11 12:59:22,10,478,22,15444,1235.52,15011.57,502
16678,2022-06-21 09:25:31,0,485,38,36594,3293.46,39887.46,74
16372,2022-06-11 11:11:51,0,473,37,5365,697.45,6062.45,921
24245,2022-06-09 19:27:02,0,140,7,3822,649.74,4471.74,386
13231,2022-06-07 06:22:09,0,350,16,6496,1169.28,7665.28,953
29556,2022-06-09 15:30:56,0,242,22,5610,785.4,6395.4,190
8345,2022-06-25 23:57:19,10,123,23,5336,907.12,5618.81,348
5890,2022-06-23 19:51:48,10,337,10,8730,1309.5,9035.55,655
9749,2022-06-21 11:26:26,10,68,15,645,64.5,638.55,215
3510,2022-06-29 11:38:31,0,86,17,10251,1435.14,11686.14,579
8495,2022-06-25 04:32:12,15,328,34,33626,1008.78,29439.56,770
20854,2022-06-15 19:29:12,10,351,33,17127,2397.78,17572.3,242
4803,2022-06-08 09:58:54,10,456,47,2209,88.36,2067.62,724
8679,2022-06-09 19:43:55,15,495,26,20852,3961.88,21091.8,773
24718,2022-06-11 10:51:06,10,311,3,522,93.96,554.36,541
23846,2022-06-23 01:35:51,15,412,29,8236,164.72,7140.61,623
16284,2022-06-19 10:31:45,15,170,3,1386,166.32,1319.47,10
7523,2022-06-21 20:18:33,0,242,20,5100,102.0,5202.0,246
4689,2022-06-15 09:29:03,10,425,19,13129,1969.35,13588.52,371
25117,2022-06-12 10:10:14,0,457,46,31694,0.0,31694.0,436
14282,2022-06-13 04:41:44,10,2,3,66,0.66,59.99,596
27719,2022-06-16 19:47:04,15,195,43,11911,595.55,10630.57,940
26348,2022-06-14 10:17:48,0,463,7,3395,475.3,3870.3,352
25007,2022-06-27 01:09:40,0,468,24,6504,1235.76,7739.76,786
14535,2022-06-30 05:13:46,15,428,44,43692,6553.8,42708.93,154
16996,2022-06-22 12:14:44,0,179,2,1498,239.68,1737.68,29
22252,2022-06-07 06:02:09,0,402,2,1724,258.6,1982.6,941
11689,2022-06-26 10:46:51,15,183,29,3654,584.64,3602.84,690
7213,2022-06-06 22:43:53,0,173,7,1393,195.02,1588.02,331
9980,2022-06-30 17:43:43,15,484,5,4200,504.0,3998.4,144
16371,2022-06-09 20:36:13,15,418,46,15732,157.32,13505.92,285
4429,2022-06-08 23:21:51,0,468,3,813,121.95,934.95,157
10707,2022-06-28 22:46:43,15,285,6,3612,614.04,3592.13,274
26147,2022-06-18 22:25:46,0,420,19,570,34.2,604.2,176
23305,2022-06-11 08:18:04,0,380,10,8650,692.0,9342.0,725
26950,2022-06-07 18:21:56,0,71,9,7074,990.36,8064.36,400
26068,2022-06-12 07:07:20,10,172,46,31188,623.76,28630.58,250
11551,2022-06-16 01:51:01,10,207,22,4532,45.32,4119.59,47
6318,2022-06-17 22:32:44,15,209,39,37167,7061.73,37594.42,829
5895,2022-06-19 14:32:27,15,397,6,1584,126.72,1454.11,685
29263,2022-06-19 11:44:39,0,370,16,928,64.96,992.96,939
3314,2022-06-20 02:51:38,10,465,44,12276,0.0,11048.4,826
20551,2022-06-26 02:16:15,15,303,45,19845,1587.6,18217.71,170
16802,2022-06-06 19:07:29,15,205,38,30058,3907.54,28870.71,284
20696,2022-06-08 00:52:22,15,346,38,23066,1383.96,20782.47,151
3722,2022-06-08 15:11:55,10,94,34,6596,989.4,6826.86,115
28708,2022-06-18 22:55:39,0,458,3,228,31.92,259.92,240
28582,2022-06-08 00:09:01,0,54,46,31004,620.08,31624.08,132
23115,2022-06-30 03:30:08,10,135,46,7728,772.8,7650.72,572
4261,2022-06-13 13:51:33,0,41,5,2180,305.2,2485.2,706
11794,2022-06-16 15:49:25,0,301,14,13412,2145.92,15557.92,237
19642,2022-06-29 01:04:05,0,133,46,12420,1366.2,13786.2,878
24736,2022-06-22 08:18:54,0,469,39,11973,2155.14,14128.14,694
12976,2022-06-10 18:34:42,0,361,30,4080,571.2,4651.2,64
18157,2022-06-08 06:36:50,0,191,9,7263,1379.97,8642.97,803
9325,2022-06-16 12:18:41,10,66,48,45456,909.12,41728.61,967
18583,2022-06-12 11:54:53,10,492,44,10120,506.0,9563.4,83
15277,2022-06-24 02:03:34,10,124,31,21576,431.52,19806.77,483
10863,2022-06-29 05:59:26,10,435,25,21725,2607.0,21898.8,342
22753,2022-06-19 08:44:58,0,213,50,45400,4086.0,49486.0,733
26209,2022-06-15 12:37:25,0,80,2,858,8.58,866.58,975
10355,2022-06-09 23:15:38,10,128,14,476,71.4,492.66,621
10810,2022-06-13 11:25:42,15,200,19,11096,1553.44,10752.02,699
6417,2022-06-25 12:21:19,10,389,35,33565,1006.95,31114.75,698
19419,2022-06-09 01:01:48,10,246,42,10542,948.78,10341.7,794
2040,2022-06-11 05:24:19,10,21,4,840,84.0,831.6,861
2682,2022-06-07 22:48:35,0,325,37,5994,899.1,6893.1,433
2876,2022-06-10 06:09:59,15,43,28,24724,494.48,21435.71,520
2811,2022-06-23 23:46:45,0,130,47,4982,647.66,5629.66,557
27491,2022-06-11 20:39:37,15,397,15,3960,198.0,3534.3,517
29446,2022-06-15 07:00:15,15,167,30,5280,369.6,4802.16,774
644,2022-06-15 06:34:15,15,50,20,19740,3553.2,19799.22,673
9133,2022-06-16 16:54:12,10,474,2,1094,207.86,1171.67,320
12232,2022-06-15 05:12:42,10,430,28,17472,1048.32,16668.29,528
28099,2022-06-25 14:29:31,0,248,37,36223,2535.61,38758.61,174
7235,2022-06-30 06:45:20,0,162,17,5967,775.71,6742.71,813
13935,2022-06-20 08:54:23,0,438,13,11622,0.0,11622.0,357
14441,2022-06-28 23:05:58,15,189,16,3008,571.52,3042.59,41
28181,2022-06-10 08:54:32,10,223,19,3724,223.44,3552.7,905
11464,2022-06-23 04:33:27,0,123,34,7888,1025.44,8913.44,738
11159,2022-06-10 16:12:43,15,467,31,10726,2037.94,10849.35,956
24951,2022-06-28 19:14:53,10,41,34,14824,1185.92,14408.93,841
27608,2022-06-10 20:03:41,0,204,5,4680,514.8,5194.8,502
6715,2022-06-14 05:38:05,15,83,38,30552,4277.28,29604.89,855
9871,2022-06-17 06:33:05,15,14,28,13384,2007.6,13082.86,81
22831,2022-06-27 06:03:10,0,459,44,13420,2684.0,16104.0,767
1006,2022-06-28 16:00:55,0,338,22,13002,0.0,13002.0,356
15598,2022-06-21 16:47:20,15,224,8,880,140.8,867.68,187
10400,2022-06-28 02:35:49,15,168,34,8262,1487.16,8286.79,453
24344,2022-06-18 22:54:00,15,233,16,7248,942.24,6961.7,765
20963,2022-06-09 13:23:54,10,143,28,16352,1962.24,16482.82,996
29319,2022-06-20 23:30:20,15,405,30,14280,0.0,12138.0,46
26383,2022-06-25 19:08:49,15,130,27,2862,200.34,2602.99,541
148,2022-06-11 16:13:57,15,200,49,28616,1430.8,25539.78,217
16533,2022-06-18 17:02:51,0,95,42,9954,1493.1,11447.1,113
21304,2022-06-19 20:36:08,10,34,19,8512,766.08,8350.27,935
2931,2022-06-18 09:43:21,15,205,12,9492,1139.04,9036.38,637
13361,2022-06-09 19:01:36,15,115,34,2006,240.72,1909.71,60
991,2022-06-28 03:26:27,15,440,42,10626,1275.12,10115.95,966
24898,2022-06-27 09:08:52,10,451,26,15288,764.4,14447.16,701
19884,2022-06-27 23:13:29,15,383,3,2400,48.0,2080.8,609
4978,2022-06-22 17:01:21,15,453,12,10500,1050.0,9817.5,547
23310,2022-06-09 13:27:45,15,403,4,2872,344.64,2734.14,558
19117,2022-06-24 05:53:53,15,337,13,11349,794.43,10321.92,634
29946,2022-06-14 19:05:53,15,325,47,7614,532.98,6924.93,205
16187,2022-06-17 17:25:00,0,221,6,1464,190.32,1654.32,584
27486,2022-06-17 20:50:37,15,71,23,18078,542.34,15827.29,394
16444,2022-06-22 23:43:44,10,346,29,17603,704.12,16476.41,784
8501,2022-06-09 00:21:16,0,72,26,5304,106.08,5410.08,895
4981,2022-06-18 16:40:00,15,1,46,3082,554.76,3091.25,410
12099,2022-06-12 10:56:28,0,292,36,16092,2252.88,18344.88,487
1190,2022-06-22 11:12:54,0,430,30,18720,561.6,19281.6,892
14231,2022-06-23 18:05:38,15,274,42,8526,0.0,7247.1,696
23101,2022-06-24 09:04:15,0,45,39,7644,840.84,8484.84,190
26025,2022-06-20 05:39:43,0,257,40,2720,272.0,2992.0,544
22987,2022-06-20 18:29:42,10,58,21,13965,1536.15,13951.04,768
11026,2022-06-27 11:27:05,10,17,19,18563,3526.97,19880.97,417
21910,2022-06-12 15:55:03,15,209,29,27637,1658.22,24900.94,356
22405,2022-06-08 00:14:04,15,88,8,6200,310.0,5533.5,772
23020,2022-06-10 05:54:32,0,392,35,9590,95.9,9685.9,504
12932,2022-06-24 08:43:18,0,25,43,20941,2094.1,23035.1,500
2695,2022-06-07 08:07:59,0,89,15,8220,986.4,9206.4,105
6471,2022-06-24 04:31:48,10,194,33,8547,1111.11,8692.3,106
23569,2022-06-19 13:50:06,15,406,31,15190,1974.7,14590.0,221
28634,2022-06-14 01:42:36,15,2,24,528,10.56,457.78,871
10791,2022-06-26 01:22:12,15,425,39,26949,3772.86,26113.58,495
5656,2022-06-08 08:22:33,0,330,27,26298,4733.64,31031.64,727
5188,2022-06-27 16:38:22,10,102,22,3036,182.16,2896.34,442
15959,2022-06-13 19:49:52,15,130,6,636,0.0,540.6,980
10824,2022-06-07 06:22:12,0,346,26,15782,2051.66,17833.66,907
13921,2022-06-17 15:18:41,0,434,25,23625,0.0,23625.0,429
14504,2022-06-25 16:37:46,0,40,12,3408,511.2,3919.2,33
4454,2022-06-06 06:07:20,10,169,25,23225,2090.25,22783.72,651
11857,2022-06-17 18:30:12,15,88,21,16275,2115.75,15632.14,863
26826,2022-06-06 08:30:57,15,185,1,254,43.18,252.6,122
9300,2022-06-19 00:57:46,15,301,12,11496,1839.36,11335.06,563
29362,2022-06-17 13:51:04,10,269,18,5580,223.2,5222.88,747
26274,2022-06-22 06:09:00,10,84,41,12915,2066.4,13483.26,971
908,2022-06-24 07:02:08,15,351,39,20241,3845.79,20473.77,508
864,2022-06-18 16:02:57,15,252,21,10962,1315.44,10435.82,905
10882,2022-06-10 22:36:11,15,29,32,12928,2456.32,13076.67,351
16653,2022-06-14 17:51:44,15,151,13,572,80.08,554.27,197
23470,2022-06-23 04:55:59,15,465,30,8370,1506.6,8395.11,160
24469,2022-06-29 06:11:45,15,19,14,4578,45.78,3930.21,993
22694,2022-06-12 08:15:04,0,255,45,27315,3277.8,30592.8,74
11237,2022-06-24 00:43:20,0,431,14,12390,991.2,13381.2,252
1120,2022-06-29 06:18:00,10,115,32,1888,377.6,2039.04,161
19197,2022-06-16 07:25:25,0,278,26,23764,475.28,24239.28,20
1062,2022-06-26 13:48:02,15,292,14,6258,312.9,5585.26,81
24365,2022-06-18 21:23:58,15,337,8,6984,838.08,6648.77,120
25537,2022-06-19 18:16:53,0,152,19,4617,415.53,5032.53,439
23810,2022-06-24 02:43:09,15,188,36,1476,118.08,1354.97,633
3229,2022-06-12 22:49:06,15,259,39,36465,2917.2,33474.87,8
25341,2022-06-26 22:23:00,15,44,47,16967,3054.06,17017.9,283
3411,2022-06-12 08:54:15,15,394,27,18657,2052.27,17602.88,512
3516,2022-06-11 23:26:12,10,273,39,17628,2644.2,18244.98,310
18019,2022-06-21 02:01:21,10,435,38,33022,5283.52,34474.97,717
5402,2022-06-15 08:14:16,0,115,9,531,15.93,546.93,868
13464,2022-06-11 16:36:16,0,446,34,4692,563.04,5255.04,885
17259,2022-06-17 03:50:35,15,91,16,7920,1425.6,7943.76,224
12116,2022-06-29 22:50:45,0,257,42,2856,399.84,3255.84,98
28503,2022-06-11 01:35:13,15,298,37,10397,311.91,9102.57,980
18386,2022-06-21 19:58:51,15,255,15,9105,91.05,7816.64,775
6511,2022-06-21 00:33:03,0,345,2,886,17.72,903.72,685
4326,2022-06-11 17:55:44,10,169,50,46450,9290.0,50166.0,430
17574,2022-06-09 01:01:18,10,53,5,2920,525.6,3101.04,451
1647,2022-06-14 20:49:50,0,211,3,1695,169.5,1864.5,395
27261,2022-06-22 20:54:37,0,252,6,3132,31.32,3163.32,540
19654,2022-06-27 14:49:28,15,433,16,7136,142.72,6186.91,716
2813,2022-06-19 20:08:26,10,159,4,3800,494.0,3864.6,667
16161,2022-06-14 08:03:05,10,298,37,10397,207.94,9544.45,60
26936,2022-06-29 21:27:30,0,96,35,33040,1652.0,34692.0,58
24280,2022-06-15 06:03:11,10,126,3,1584,300.96,1696.46,526
29664,2022-06-27 20:18:40,15,447,45,32760,3931.2,31187.52,32
9407,2022-06-24 09:37:10,0,399,6,2622,367.08,2989.08,394
17865,2022-06-17 16:02:04,15,335,7,1085,86.8,996.03,760
24004,2022-06-10 05:03:52,10,190,22,13530,541.2,12664.08,103
1683,2022-06-11 03:20:33,10,462,7,6993,979.02,7174.82,639
24981,2022-06-23 17:42:31,10,230,9,5670,396.9,5460.21,522
4220,2022-06-08 19:51:32,10,396,47,7473,1345.14,7936.33,968
18326,2022-06-16 02:30:39,0,479,23,4439,399.51,4838.51,48
1923,2022-06-20 11:28:12,15,371,23,7245,941.85,6958.82,370
1706,2022-06-20 20:48:18,10,480,20,4420,839.8,4733.82,19
22653,2022-06-30 07:39:14,0,379,50,4650,325.5,4975.5,369
8935,2022-06-13 10:43:16,10,56,25,8350,501.0,7965.9,761
12055,2022-06-11 15:07:09,15,308,20,11240,674.4,10127.24,182
6089,2022-06-25 20:12:41,10,398,23,17089,1708.9,16918.11,555
9385,2022-06-11 13:41:32,15,330,16,15584,2493.44,15365.82,886
8198,2022-06-14 12:25:27,15,414,26,12714,1144.26,11779.52,601
13578,2022-06-25 20:32:18,15,64,46,23598,235.98,20258.88,705
21279,2022-06-14 23:17:52,15,491,42,11718,1171.8,10956.33,457
26565,2022-06-09 12:41:26,0,445,7,5089,508.9,5597.9,134
4940,2022-06-21 07:59:14,0,31,4,2468,222.12,2690.12,982
10209,2022-06-22 19:17:31,0,36,46,8970,986.7,9956.7,8
27666,2022-06-23 05:13:50,10,272,4,712,35.6,672.84,332
5574,2022-06-16 12:21:19,10,367,36,30060,5410.8,31923.72,110
14872,2022-06-16 02:46:23,15,280,48,23280,3026.4,22360.44,110
7366,2022-06-14 02:58:43,15,471,22,5170,723.8,5009.73,966
5121,2022-06-08 02:06:22,0,144,16,14752,1770.24,16522.24,410
29642,2022-06-12 18:55:05,0,209,26,24778,2477.8,27255.8,305
3,2022-06-16 06:49:49,0,7,17,3621,434.52,4055.52,555
700,2022-06-23 06:03:16,0,328,36,35604,5340.6,40944.6,971
17489,2022-06-14 15:46:26,15,43,46,40618,5686.52,39358.84,163
27125,2022-06-08 12:48:03,15,290,16,13488,944.16,12267.34,578
11990,2022-06-18 20:52:59,15,71,26,20436,1634.88,18760.25,538
16349,2022-06-30 05:18:57,10,91,25,12375,371.25,11471.62,466
22247,2022-06-10 22:24:00,15,441,35,13440,672.0,11995.2,230
27753,2022-06-25 16:15:18,10,139,10,9440,1416.0,9770.4,847
27677,2022-06-24 14:29:52,10,26,25,10800,1944.0,11469.6,479
1061,2022-06-21 05:26:35,15,85,47,28717,1435.85,25629.92,500
25441,2022-06-23 06:10:42,10,451,7,4116,82.32,3778.49,893
5943,2022-06-22 08:06:51,10,214,43,37582,1503.28,35176.75,110
